"session"	"list"	"group"	"subject"	"age"	"sex"	"hand"	"assist"	"trial"	"file"	"stimulus"	"is_target"	"is_word"	"targettype"	"red"	"is_schwa"	"duration"	"rt"	"rt_end"	"response"	"correctness"	"oexperiment"	"spelling"	"subject_oexp"
1	"B2"	1	23	21	"female"	"right"	"Other"	122	"n90_2_p2_1_mono.wav"	"le d'sseau"	"no"	"no"	"filler"	"r"	"yes"	683	2856	2173	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	123	"f18_0_p3_1_mono.wav"	"l'enfant"	"no"	"yes"	"filler"	NA	"no"	513	1006	493	5	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	124	"f71_1_p2_1_mono.wav"	"le record"	"no"	"yes"	"filler"	"u"	"yes"	909	1313	404	5	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	125	"n62_0_p4_1_mono.wav"	"l'hosor"	"no"	"no"	"filler"	NA	"no"	774	1273	499	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	126	"n21_1_p3_1_mono.wav"	"le repèze"	"no"	"no"	"filler"	"u"	"yes"	990	1476	486	5	"no"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	127	"f68_2_p4_1_mono.wav"	"le r'tard"	"no"	"yes"	"filler"	"r"	"yes"	935	1874	939	1	"no"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	128	"f55_0_p4_1_mono.wav"	"le livre"	"no"	"yes"	"filler"	NA	"no"	872	2586	1714	1	"no"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	129	"f33_0_p4_1_mono.wav"	"le rapport"	"no"	"yes"	"filler"	NA	"no"	872	2441	1569	5	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	130	"f42_0_p1_1_mono.wav"	"la chance"	"no"	"yes"	"filler"	NA	"no"	807	1574	767	5	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	131	"t20_2_p3_2_mono.wav"	"le m'neau"	"yes"	"yes"	"mismatch"	"r"	"yes"	607	1313	706	1	"no"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	132	"f60_0_p1_1_mono.wav"	"le tour"	"no"	"yes"	"filler"	NA	"no"	839	4009	3170	5	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	133	"f54_0_p1_1_mono.wav"	"le journal"	"no"	"yes"	"filler"	NA	"no"	910	1585	675	5	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	134	"n06_2_p4_1_mono.wav"	"le r'tal"	"no"	"no"	"filler"	"r"	"yes"	862	1329	467	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	135	"f57_0_p2_1_mono.wav"	"le prix"	"no"	"yes"	"filler"	NA	"no"	792	1660	868	1	"no"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	136	"f56_0_p3_1_mono.wav"	"le pays"	"no"	"yes"	"filler"	NA	"no"	738	1770	1032	1	"no"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	137	"n03_2_p2_1_mono.wav"	"la m'quisse"	"no"	"no"	"filler"	"r"	"yes"	912	2035	1123	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	138	"f26_0_p1_1_mono.wav"	"la ville"	"no"	"yes"	"filler"	NA	"no"	741	2428	1687	5	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	139	"n24_2_p4_1_mono.wav"	"le f'quon"	"no"	"no"	"filler"	"r"	"yes"	660	1307	647	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	140	"n30_0_p2_1_mono.wav"	"le pien"	"no"	"no"	"filler"	NA	"no"	691	2081	1390	5	"no"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	141	"n45_0_p3_1_mono.wav"	"la horgune"	"no"	"no"	"filler"	NA	"no"	731	1395	664	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	142	"n63_0_p1_1_mono.wav"	"la histienne"	"no"	"no"	"filler"	NA	"no"	786	1548	762	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	143	"n58_0_p1_1_mono.wav"	"la siture"	"no"	"no"	"filler"	NA	"no"	885	1652	767	5	"no"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	144	"f24_0_p2_1_mono.wav"	"la maison"	"no"	"yes"	"filler"	NA	"no"	625	1711	1086	5	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	145	"f38_0_p3_1_mono.wav"	"l'hôtel"	"no"	"yes"	"filler"	NA	"no"	721	1053	332	5	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	146	"n26_0_p4_1_mono.wav"	"la jun"	"no"	"no"	"filler"	NA	"no"	568	2877	2309	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	147	"n12_2_p2_1_mono.wav"	"le r'chant"	"no"	"no"	"filler"	"r"	"yes"	566	1735	1169	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	148	"f12_0_p4_1_mono.wav"	"le monde"	"no"	"yes"	"filler"	NA	"no"	723	2361	1638	5	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	149	"n93_2_p3_1_mono.wav"	"le r'vercle"	"no"	"no"	"filler"	"r"	"yes"	806	3008	2202	5	"no"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	150	"f39_0_p1_1_mono.wav"	"l'histoire"	"no"	"yes"	"filler"	NA	"no"	949	1858	909	5	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	151	"t04_2_p1_2_mono.wav"	"la r'liure"	"yes"	"yes"	"mismatch"	"r"	"yes"	946	2152	1206	1	"no"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	152	"f16_0_p4_1_mono.wav"	"l'école"	"no"	"yes"	"filler"	NA	"no"	771	1268	497	5	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	153	"n55_0_p3_1_mono.wav"	"le nourd"	"no"	"no"	"filler"	NA	"no"	876	1220	344	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	154	"n77_0_p4_1_mono.wav"	"le bruc"	"no"	"no"	"filler"	NA	"no"	880	2045	1165	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	155	"t14_1_p2_2_mono.wav"	"la chenille"	"yes"	"yes"	"match"	"u"	"yes"	938	1441	503	5	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	156	"f40_0_p1_1_mono.wav"	"l'homme"	"no"	"yes"	"filler"	NA	"no"	638	1442	804	5	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	157	"n76_0_p4_1_mono.wav"	"le tenre"	"no"	"no"	"filler"	NA	"no"	832	2092	1260	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	158	"n01_2_p1_1_mono.wav"	"la b'rasse"	"no"	"no"	"filler"	"r"	"yes"	889	2133	1244	5	"no"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	159	"t03_1_p4_2_mono.wav"	"la menotte"	"yes"	"yes"	"match"	"u"	"yes"	947	2416	1469	5	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	160	"n78_0_p1_1_mono.wav"	"le jourlingue"	"no"	"no"	"filler"	NA	"no"	993	2106	1113	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	161	"n02_2_p2_1_mono.wav"	"la l'druche"	"no"	"no"	"filler"	"r"	"yes"	869	1393	524	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	162	"n16_1_p4_1_mono.wav"	"la pedoche"	"no"	"no"	"filler"	"u"	"yes"	911	3001	2090	5	"no"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	163	"f20_0_p3_1_mono.wav"	"la famille"	"no"	"yes"	"filler"	NA	"no"	856	2337	1481	5	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	164	"f35_0_p4_1_mono.wav"	"le soldat"	"no"	"yes"	"filler"	NA	"no"	677	1912	1235	5	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	165	"f67_1_p3_1_mono.wav"	"le refuge"	"no"	"yes"	"filler"	"u"	"yes"	888	2644	1756	1	"no"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	166	"t10_1_p1_2_mono.wav"	"le rebond"	"yes"	"yes"	"match"	"u"	"yes"	640	1647	1007	1	"no"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	167	"n86_1_p3_1_mono.wav"	"le repire"	"no"	"no"	"filler"	"u"	"yes"	965	1164	199	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	168	"n48_0_p2_1_mono.wav"	"la mainou"	"no"	"no"	"filler"	NA	"no"	740	1313	573	5	"no"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	169	"t23_1_p3_2_mono.wav"	"la secousse"	"yes"	"yes"	"match"	"u"	"yes"	899	1362	463	5	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	170	"n40_0_p3_1_mono.wav"	"l'équise"	"no"	"no"	"filler"	NA	"no"	872	1833	961	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	171	"n29_0_p2_1_mono.wav"	"le choint"	"no"	"no"	"filler"	NA	"no"	721	4356	3635	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	172	"f61_1_p3_1_mono.wav"	"le semi"	"no"	"yes"	"filler"	"u"	"yes"	716	1482	766	5	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	173	"f37_0_p2_1_mono.wav"	"l'amour"	"no"	"yes"	"filler"	NA	"no"	839	1289	450	5	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	174	"n36_0_p1_1_mono.wav"	"le linde"	"no"	"no"	"filler"	NA	"no"	848	3111	2263	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	175	"n42_0_p1_1_mono.wav"	"l'endos"	"no"	"no"	"filler"	NA	"no"	588	1675	1087	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	176	"f46_0_p1_1_mono.wav"	"la part"	"no"	"yes"	"filler"	NA	"no"	851	3442	2591	5	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	177	"t17_2_p4_2_mono.wav"	"la s'moule"	"yes"	"yes"	"mismatch"	"r"	"yes"	894	2962	2068	1	"no"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	178	"f70_2_p2_1_mono.wav"	"le s'mestre"	"no"	"yes"	"filler"	"r"	"yes"	960	1429	469	1	"no"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	179	"f23_0_p1_1_mono.wav"	"la mère"	"no"	"yes"	"filler"	NA	"no"	902	1396	494	5	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	180	"n66_0_p2_1_mono.wav"	"la cance"	"no"	"no"	"filler"	NA	"no"	861	2074	1213	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	181	"n37_0_p4_1_mono.wav"	"le padiot"	"no"	"no"	"filler"	NA	"no"	652	1838	1186	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	182	"f58_0_p1_1_mono.wav"	"le service"	"no"	"yes"	"filler"	NA	"no"	935	2173	1238	1	"no"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	183	"n39_0_p2_1_mono.wav"	"le grat"	"no"	"no"	"filler"	NA	"no"	621	2783	2162	5	"no"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	184	"f19_0_p2_1_mono.wav"	"l'idée"	"no"	"yes"	"filler"	NA	"no"	796	2395	1599	1	"no"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	185	"n32_0_p1_1_mono.wav"	"l'heule"	"no"	"no"	"filler"	NA	"no"	678	1272	594	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	186	"n73_0_p1_1_mono.wav"	"le buveau"	"no"	"no"	"filler"	NA	"no"	615	1299	684	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	187	"t08_1_p3_2_mono.wav"	"la semelle"	"yes"	"yes"	"match"	"u"	"yes"	916	1377	461	5	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	188	"n71_0_p3_1_mono.wav"	"la foite"	"no"	"no"	"filler"	NA	"no"	994	1771	777	5	"no"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	189	"t15_2_p2_2_mono.wav"	"la p'louse"	"yes"	"yes"	"mismatch"	"r"	"yes"	889	1772	883	1	"no"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	190	"n27_0_p2_1_mono.wav"	"la tuit"	"no"	"no"	"filler"	NA	"no"	916	1579	663	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	191	"n85_1_p1_1_mono.wav"	"le sefunt"	"no"	"no"	"filler"	"u"	"yes"	726	1462	736	1	"yes"	"2"	"+spelling"	"23_2"
1	"B2"	1	23	21	"female"	"right"	"Other"	192	"f02_0_p2_1_mono.wav"	"la main"	"no"	"yes"	"filler"	NA	"no"	540	1102	562	1	"no"	"2"	"+spelling"	"23_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	1	"f06_0_p2_1_mono.wav"	"le point"	"no"	"yes"	"filler"	NA	"no"	697	1337	640	5	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	2	"f10_0_p2_1_mono.wav"	"le chat"	"no"	"yes"	"filler"	NA	"no"	582	989	407	1	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	3	"f62_2_p2_1_mono.wav"	"le r'ssort"	"no"	"yes"	"filler"	"r"	"yes"	906	1161	255	1	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	4	"n38_0_p2_1_mono.wav"	"le suir"	"no"	"no"	"filler"	NA	"no"	855	1343	488	1	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	5	"f29_0_p3_1_mono.wav"	"le fromage"	"no"	"yes"	"filler"	NA	"no"	818	1069	251	5	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	6	"n32_0_p1_1_mono.wav"	"l'heule"	"no"	"no"	"filler"	NA	"no"	678	1244	566	1	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	7	"n19_1_p3_1_mono.wav"	"le chedel"	"no"	"no"	"filler"	"u"	"yes"	870	1146	276	5	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	8	"f49_0_p2_1_mono.wav"	"le bureau"	"no"	"yes"	"filler"	NA	"no"	857	1002	145	5	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	9	"f65_2_p1_1_mono.wav"	"le r'paire"	"no"	"yes"	"filler"	"r"	"yes"	914	1122	208	5	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	10	"t06_1_p1_2_mono.wav"	"le recel"	"yes"	"yes"	"match"	"u"	"yes"	938	1210	272	5	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	11	"f20_0_p3_1_mono.wav"	"la famille"	"no"	"yes"	"filler"	NA	"no"	856	1012	156	5	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	12	"n57_0_p1_1_mono.wav"	"le ratime"	"no"	"no"	"filler"	NA	"no"	859	1260	401	1	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	13	"n63_0_p1_1_mono.wav"	"la histienne"	"no"	"no"	"filler"	NA	"no"	786	1078	292	1	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	14	"n52_0_p2_1_mono.wav"	"le drère"	"no"	"no"	"filler"	NA	"no"	819	1035	216	5	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	15	"n67_0_p2_1_mono.wav"	"la janne"	"no"	"no"	"filler"	NA	"no"	765	992	227	5	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	16	"f66_2_p2_1_mono.wav"	"le d'main"	"no"	"yes"	"filler"	"r"	"yes"	671	1068	397	1	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	17	"f43_0_p4_1_mono.wav"	"la femme"	"no"	"yes"	"filler"	NA	"no"	863	1028	165	5	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	18	"n43_0_p2_1_mono.wav"	"l'ivée"	"no"	"no"	"filler"	NA	"no"	804	1062	258	1	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	19	"f69_2_p2_1_mono.wav"	"le r'gistre"	"no"	"yes"	"filler"	"r"	"yes"	946	1062	116	5	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	20	"f56_0_p3_1_mono.wav"	"le pays"	"no"	"yes"	"filler"	NA	"no"	738	1103	365	1	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	21	"f40_0_p1_1_mono.wav"	"l'homme"	"no"	"yes"	"filler"	NA	"no"	638	1027	389	5	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	22	"n55_0_p3_1_mono.wav"	"le nourd"	"no"	"no"	"filler"	NA	"no"	876	964	88	5	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	23	"n48_0_p2_1_mono.wav"	"la mainou"	"no"	"no"	"filler"	NA	"no"	740	1138	398	5	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	24	"n42_0_p1_1_mono.wav"	"l'endos"	"no"	"no"	"filler"	NA	"no"	588	1109	521	1	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	25	"n04_2_p4_1_mono.wav"	"la r'noise"	"no"	"no"	"filler"	"r"	"yes"	882	1198	316	5	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	26	"n46_0_p1_1_mono.wav"	"la jourcie"	"no"	"no"	"filler"	NA	"no"	930	1107	177	5	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	27	"n85_1_p1_1_mono.wav"	"le sefunt"	"no"	"no"	"filler"	"u"	"yes"	726	1170	444	5	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	28	"f41_0_p4_1_mono.wav"	"la carte"	"no"	"yes"	"filler"	NA	"no"	836	1111	275	5	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	29	"f18_0_p3_1_mono.wav"	"l'enfant"	"no"	"yes"	"filler"	NA	"no"	513	961	448	5	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	30	"n36_0_p1_1_mono.wav"	"le linde"	"no"	"no"	"filler"	NA	"no"	848	1127	279	5	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	31	"n17_1_p2_1_mono.wav"	"la segence"	"no"	"no"	"filler"	"u"	"yes"	1016	1394	378	1	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	32	"f30_0_p4_1_mono.wav"	"le garçon"	"no"	"yes"	"filler"	NA	"no"	615	916	301	5	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	33	"n81_0_p1_1_mono.wav"	"le croux"	"no"	"no"	"filler"	NA	"no"	720	1072	352	5	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	34	"t09_2_p2_2_mono.wav"	"le f'nouil"	"yes"	"yes"	"mismatch"	"r"	"yes"	820	1336	516	5	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	35	"n39_0_p2_1_mono.wav"	"le grat"	"no"	"no"	"filler"	NA	"no"	621	1121	500	5	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	36	"n64_0_p3_1_mono.wav"	"l'oune"	"no"	"no"	"filler"	NA	"no"	601	1043	442	1	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	37	"n54_0_p1_1_mono.wav"	"le garfait"	"no"	"no"	"filler"	NA	"no"	936	1179	243	1	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	38	"n88_1_p2_1_mono.wav"	"le messin"	"no"	"no"	"filler"	"u"	"yes"	704	1089	385	5	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	39	"n14_2_p2_1_mono.wav"	"la ch'maille"	"no"	"no"	"filler"	"r"	"yes"	885	1372	487	5	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	40	"n53_0_p1_1_mono.wav"	"le frolège"	"no"	"no"	"filler"	NA	"no"	855	1143	288	5	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	41	"f52_0_p2_1_mono.wav"	"le genre"	"no"	"yes"	"filler"	NA	"no"	889	1202	313	5	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	42	"n89_2_p4_1_mono.wav"	"le r'bil"	"no"	"no"	"filler"	"r"	"yes"	897	1083	186	5	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	43	"t13_2_p3_2_mono.wav"	"le s'vrage"	"yes"	"yes"	"mismatch"	"r"	"yes"	998	1154	156	1	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	44	"n93_1_p3_1_mono.wav"	"le revercle"	"no"	"no"	"filler"	"u"	"yes"	1027	1142	115	5	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	45	"n06_2_p4_1_mono.wav"	"le r'tal"	"no"	"no"	"filler"	"r"	"yes"	862	1022	160	5	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	46	"t12_2_p4_2_mono.wav"	"le r'quin"	"yes"	"yes"	"mismatch"	"r"	"yes"	641	845	204	5	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	47	"n31_0_p1_1_mono.wav"	"l'annue"	"no"	"no"	"filler"	NA	"no"	692	948	256	5	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	48	"n87_1_p3_1_mono.wav"	"le chenache"	"no"	"no"	"filler"	"u"	"yes"	881	906	25	5	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	49	"n80_0_p2_1_mono.wav"	"le péhut"	"no"	"no"	"filler"	NA	"no"	988	849	-139	5	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	50	"n08_1_p3_1_mono.wav"	"la secotte"	"no"	"no"	"filler"	"u"	"yes"	911	1248	337	5	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	51	"f57_0_p2_1_mono.wav"	"le prix"	"no"	"yes"	"filler"	NA	"no"	792	1266	474	5	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	52	"f35_0_p4_1_mono.wav"	"le soldat"	"no"	"yes"	"filler"	NA	"no"	677	1161	484	5	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	53	"t22_2_p3_2_mono.wav"	"le r'nard"	"yes"	"yes"	"mismatch"	"r"	"yes"	857	1050	193	5	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	54	"n12_1_p1_1_mono.wav"	"le rechant"	"no"	"no"	"filler"	"u"	"yes"	686	1118	432	5	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	55	"f31_0_p3_1_mono.wav"	"le jour"	"no"	"yes"	"filler"	NA	"no"	878	954	76	5	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	56	"n82_0_p2_1_mono.wav"	"le sermite"	"no"	"no"	"filler"	NA	"no"	876	1117	241	5	"no"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	57	"f59_0_p2_1_mono.wav"	"le soleil"	"no"	"yes"	"filler"	NA	"no"	871	1212	341	5	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	58	"f44_0_p1_1_mono.wav"	"la lettre"	"no"	"yes"	"filler"	NA	"no"	839	1087	248	5	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	59	"t05_1_p2_2_mono.wav"	"le genièvre"	"yes"	"yes"	"match"	"u"	"yes"	967	1138	171	5	"yes"	"2"	"+spelling"	"9_2"
1	"C1"	1	9	18	"male"	"right"	"Other"	60	"n70_0_p1_1_mono.wav"	"la nale"	"no"	"no"	"filler"	NA	"no"	727	1598	871	1	"yes"	"2"	"+spelling"	"9_2"
